同日而语	tong ri er yu
同流合污	tong liu he wu
同甘共苦	tong gan gong ku
同生共死	tong sheng gong si
同病相怜	tong bing xiang lian
同窗好友	tong chuang hao you
同舟共济	tong zhou gong ji
名不副实	ming bu fu shi
名不符实	ming bu fu shi
名不虚传	ming bu xu chuan
名列前茅	ming lie qian mao
名利双收	ming li shuang shou
名副其实	ming fu qi shi
名噪一时	ming zao yi shi
名垂千古	ming chui qian gu
名垂青史	ming chui qing shi
名声在外	ming sheng zai wai
名声扫地	ming sheng sao di
名存实亡	ming cun shi wang
名实相符	ming shi xiang fu
名山大川	ming shan da chuan
名扬四海	ming yang si hai
名扬天下	ming yang tian xia
名正言顺	ming zheng yan shun
名满天下	ming man tian xia
名目繁多	ming mu fan duo
名胜古迹	ming sheng gu ji
名落孙山	ming luo sun shan
名誉扫地	ming yu sao di
名门望族	ming men wang zu
名闻天下	ming wen tian xia
名震一时	ming zhen yi shi
后会无期	hou hui wu qi
后会有期	hou hui you qi
后发制人	hou fa zhi ren
后台老板	hou tai lao ban
后悔莫及	hou hui mo ji
后患无穷	hou huan wu qiong
后来居上	hou lai ju shang
后生可畏	hou sheng ke wei
后继无人	hou ji wu ren
后继有人	hou ji you ren
后起之秀	hou qi zhi xiu
后院起火	hou yuan qi huo
后顾之忧	hou gu zhi you
吐故纳新	tu gu na xin
君子之交	jun zi zhi jiao
君子协定	jun zi xie ding
吞云吐雾	tun yun tu wu
吞吞吐吐	tun tun tu tu
否极泰来	pi ji tai lai
含冤受屈	han yuan shou qu
含含糊糊	han han hu hu
含情脉脉	han qing mo mo
含沙射影	han sha she ying
含笑九泉	han xiao jiu quan
含糊不清	han hu bu qing
含糊其词	han hu qi ci
含糊其辞	han hu qi ci
含苞待放	han bao dai fang
含苞欲放	han bao yu fang
含血喷人	han xue pen ren
含辛茹苦	han xin ru ku
听之任之	ting zhi ren zhi
听其自然	ting qi zi ran
听天由命	ting tian you ming
听而不闻	ting er bu wen
吵吵闹闹	chao chao nao nao
吹吹打打	chui chui da da
吹毛求疵	chui mao qiu ci
吹灰之力	chui hui zhi li
吹牛拍马	chui niu pai ma
呆头呆脑	dai tou dai nao
呆如木鸡	dai ru mu ji
呆若木鸡	dai ruo mu ji
告老还乡	gao lao huan xiang
呕心沥血	ou xin li xue
周而复始	zhou er fu shi
呱呱坠地	gu gu zhui di
味同嚼蜡	wei tong jiao la
呵欠连天	he qian lian tian
呼之欲出	hu zhi yu chu
呼朋唤友	hu peng huan you
呼来喝去	hu lai he qu
呼风唤雨	hu feng huan yu
命中注定	ming zhong zhu ding
命在旦夕	ming zai dan xi
命悬一线	ming xuan yi xian
命运多舛	ming yun duo chuan
命途多舛	ming tu duo chuan
咄咄怪事	duo duo guai shi
咄咄逼人	duo duo bi ren
和和气气	he he qi qi
和平共处	he ping gong chu
和气生财	he qi sheng cai
和盘托出	he pan tuo chu
和睦相处	he mu xiang chu
和而不同	he er bu tong
和蔼可亲	he ai ke qin
和蔼近人	he ai jin ren
和衷共济	he zhong gong ji
和颜悦色	he yan yue se
和风细雨	he feng xi yu
咎有应得	jiu you ying de
咎由自取	jiu you zi qu
咫尺天涯	zhi chi tian ya
咬文嚼字	yao wen jiao zi
咬牙切齿	yao ya qie chi
咬紧牙关	yao jin ya guan
咽喉要地	yan hou yao di
哀兵必胜	ai bing bi sheng
哀声叹气	ai sheng tan qi
哀痛欲绝	ai tong yu jue
哀而不伤	ai er bu shang
哀鸿遍地	ai hong bian di
哀鸿遍野	ai hong bian ye
品头论足	pin tou lun zu
品学兼优	pin xue jian you
哄堂大笑	hong tang da xiao
响彻云霄	xiang che yun xiao
哑口无言	ya kou wu yan
哑然失笑	ya ran shi xiao
哗众取宠	hua zhong qu chong
哭丧着脸	ku sang zhe lian
哭哭啼啼	ku ku ti ti
哭天喊地	ku tian han di
哭天抢地	ku tian qiang di
哭笑不得	ku xiao bu de
唇亡齿寒	chun wang chi han
唇枪舌剑	chun qiang she jian
唇红齿白	chun hong chi bai
唇齿相依	chun chi xiang yi
唉声叹气	ai sheng tan qi
唠唠叨叨	lao lao dao dao
唯利是图	wei li shi tu
唯命是从	wei ming shi cong
唯命是听	wei ming shi ting
唯唯诺诺	wei wei nuo nuo
唯妙唯肖	wei miao wei xiao
唯我独尊	wei wo du zun
唯才是举	wei cai shi ju
唯物主义	wei wu zhu yi
唱对台戏	chang dui tai xi
唾手可得	chui shou ke de
啧啧称奇	ze ze cheng qi
啧啧称赞	ze ze cheng zan
啼笑皆非	ti xiao jie fei
喃喃自语	nan nan zi yu
善始善终	shan shi shan zhong
善有善报	shan you shan bao
善男信女	shan nan xin nu
善罢甘休	shan ba gan xiu
善解人意	shan jie ren yi
喊冤叫屈	han yuan jiao qu
喋喋不休	die die bu xiu
喘息之机	chuan xi zhi ji
喜上眉梢	xi shang mei shao
喜不自禁	xi bu zi jin
喜不自胜	xi bu zi sheng
喜从天降	xi cong tian jiang
喜出望外	xi chu wang wai
喜形于色	xi xing yu se
喜怒哀乐	xi nu ai le
喜怒无常	xi nu wu chang
喜新厌旧	xi xin yan jiu
喜气洋洋	xi qi yang yang
喜笑颜开	xi xiao yan kai
喜闻乐见	xi wen le jian
喝西北风	he xi bei feng
喧宾夺主	xuan bin duo zhu
嗜杀成性	shi sha cheng xing
嗟来之食	jie lai zhi shi
嗤之以鼻	chi zhi yi bi
嗷嗷待哺	ao ao dai bu
嘘寒问暖	xu han wen nuan
嘴上功夫	zui shang gong fu
嘴硬心软	zui ying xin ruan
嘻嘻哈哈	xi xi ha ha
嘻皮笑脸	xi pi xiao lian
嘻笑怒骂	xi xiao nu ma
噤若寒蝉	jin ruo han chan
器宇轩昂	qi yu xuan ang
嚎啕大哭	hao tao da ku
囊中羞涩	nang zhong xiu se
囊空如洗	nang kong ru xi
四体不勤	si ti bu qin
四分五裂	si fen wu lie
四大皆空	si da jie kong
四平八稳	si ping ba wen
四海一家	si hai yi jia
四海为家	si hai wei jia
四脚朝天	si jiao chao tian
四通八达	si tong ba da
四面八方	si mian ba fang
四面受敌	si mian shou di
四面楚歌	si mian chu ge
四面碰壁	si mian peng bi
回光返照	hui guang fan zhao
回味无穷	hui wei wu qiong
回天之力	hui tian zhi li
回天乏术	hui tian fa shu
回天无力	hui tian wu li
回头是岸	hui tou shi an
回心转意	hui xin zhuan yi
回旋余地	hui xuan yu di
回眸一笑	hui mou yi xiao
因人而异	yin ren er yi
因势利导	yin shi li dao
因噎废食	yin ye fei shi
因地制宜	yin di zhi yi
因小失大	yin xiao shi da
因循守旧	yin xun shou jiu
因时制宜	yin shi zhi yi
因材施教	yin cai shi jiao
因果报应	yin guo bao ying
因祸得福	yin huo de fu
因陋就简	yin lou jiu jian
团结一致	tuan jie yi zhi
囤积居奇	tun ji ju qi
囫囵吞枣	hu lun tun zao
困兽犹斗	kun shou you dou
围追堵截	wei zhui du jie
围魏救赵	wei wei jiu zhao
固守成规	gu shou cheng gui
固执己见	gu zhi ji jian
固步自封	gu bu zi feng
固若金汤	gu ruo jin tang
国仇家恨	guo chou jia hen
国家栋梁	guo jia dong liang
国富民安	guo fu min an
国富民强	guo fu min qiang
国泰民安	guo tai min an
国破家亡	guo po jia wang
国色天香	guo se tian xiang
国计民生	guo ji min sheng
国难当头	guo nan dang tou
图文并茂	tu wen bing mao
图穷匕现	tu qiong bi xian
图穷匕见	tu qiong bi xian
图谋不轨	tu mou bu gui
图财害命	tu cai hai ming
土崩瓦解	tu beng wa jie
土洋结合	tu yang jie he
土生土长	tu sheng tu zhang
土豪劣绅	tu hao lie shen
土里土气	tu li tu qi
在劫难逃	zai jie nan tao
在所不惜	zai suo bu xi
在所不辞	zai suo bu ci
在所难免	zai suo nan mian
在此一举	zai ci yi ju
地主之谊	di zhu zhi yi
地久天长	di jiu tian chang
地利人和	di li ren he
地动山摇	di dong shan yao
地地道道	di di dao dao
地大物博	di da wu bo
地广人稀	di guang ren xi
地覆天翻	di fu tian fan
坎坷不平	kan ke bu ping
坐井观天	zuo jing guan tian
坐享其成	zuo xiang qi cheng
坐以待毙	zuo yi dai bi
坐冷板凳	zuo leng ban deng
坐卧不宁	zuo wo bu ning
坐卧不安	zuo wo bu an
坐吃山空	zuo chi shan kong
坐失时机	zuo shi shi ji
坐失良机	zuo shi liang ji
坐怀不乱	zuo huai bu luan
坐收其利	zuo shou qi li
坐收渔利	zuo shou yu li
坐无虚席	zuo wu xu xi
坐立不安	zuo li bu an
坐而论道	zuo er lun dao
坐观成败	zuo guan cheng bai
坐视不救	zuo shi bu jiu
坐视不理	zuo shi bu li
坐视不顾	zuo shi bu gu
坑坑洼洼	keng keng wa wa
坑蒙拐骗	keng meng guai pian
坚不可摧	jian bu ke cui
坚如磐石	jian ru pan shi
坚定不移	jian ding bu yi
坚强不屈	jian qiang bu qu
坚忍不拔	jian ren bu ba
坚持不懈	jian chi bu xie
坚持不渝	jian chi bu yu
坚苦卓绝	jian ku zhuo jue
坚贞不屈	jian zhen bu qu
坚贞不渝	jian zhen bu yu
坚韧不拔	jian ren bu ba
坦然自若	tan ran zi ruo
垂头丧气	chui tou sang qi
垂帘听政	chui lian ting zheng
垂手可得	chui shou ke de
垂死挣扎	chui si zheng zha
垂涎三尺	chui xian san chi
垂涎欲滴	chui xian yu di
埋头苦干	mai tou ku gan
埋没人才	mai mo ren cai
城下之盟	cheng xia zhi meng
堂堂正正	tang tang zheng zheng
堂而皇之	tang er huang zhi
堆积如山	dui ji ru shan
堆积成山	dui ji cheng shan
塞翁之马	sai weng zhi ma
塞翁失马	sai weng shi ma
增收节支	zeng shou jie zhi
墨守成规	mo shou cheng gui
壁垒分明	bi lei fen ming
壁垒森严	bi lei sen yan
壮士断腕	zhuang shi duan wan
壮志凌云	zhuang zhi ling yun
壮志未酬	zhuang zhi wei chou
壮志难酬	zhuang zhi nan chou
声东击西	sheng dong ji xi
声势浩大	sheng shi hao da
声名大噪	sheng ming da zao
声名狼藉	sheng ming lang ji
声名鹊起	sheng ming que qi
声嘶力竭	sheng si li jie
声如洪钟	sheng ru hong zhong
声情并茂	sheng qing bing mao
声泪俱下	sheng lei ju xia
声色俱厉	sheng se ju li
声誉鹊起	sheng yu que qi
处之泰然	chu zhi tai ran
处心积虑	chu xin ji lu
夕阳西下	xi yang xi xia
外交辞令	wai jiao ci ling
外圆内方	wai yuan nei fang
外强中干	wai qiang zhong gan
外柔内刚	wai rou nei gang
多事之秋	duo shi zhi qiu
多劳多得	duo lao duo de
多嘴多舌	duo zui duo she
多多少少	duo duo shao shao
多多益善	duo duo yi shan
多如牛毛	duo ru niu mao
多姿多彩	duo zi duo cai
多快好省	duo kuai hao sheng
多情善感	duo qing shan gan
多愁善感	duo chou shan gan
多才多艺	duo cai duo yi
多此一举	duo ci yi ju
多灾多难	duo zai duo nan
多种多样	duo zhong duo yang
多管闲事	duo guan xian shi
多谋善断	duo mou shan duan
多难兴邦	duo nan xing bang
夜不闭户	ye bu bi hu
夜以继日	ye yi ji ri
夜半三更	ye ban san geng
夜深人静	ye shen ren jing
夜郎自大	ye lang zi da
夜长梦多	ye chang meng duo
夜阑人静	ye lan ren jing
大举进攻	da ju jin gong
大义凛然	da yi lin ran
大义灭亲	da yi mie qin
大书特书	da shu te shu
大事化小	da shi hua xiao
大做文章	da zuo wen zhang
大公无私	da gong wu si
大兴土木	da xing tu mu
大出风头	da chu feng tou
大刀阔斧	da dao kuo fu
大功告成	da gong gao cheng
大动干戈	da dong gan ge
大动肝火	da dong gan huo
大势已去	da shi yi qu
大势所趋	da shi suo qu
大包大揽	da bao da lan
大千世界	da qian shi jie
大卸八块	da xie ba kuai
大厦将倾	da sha jiang qing
大发慈悲	da fa ci bei
大发横财	da fa heng cai
大发议论	da fa yi lun
大发雷霆	da fa lei ting
大可不必	da ke bu bi
大吃一惊	da chi yi jing
大吃大喝	da chi da he
大吉大利	da ji da li
大同小异	da tong xiao yi
大名鼎鼎	da ming ding ding
大吵大闹	da chao da nao
大吹大擂	da chui da lei
大吼大叫	da hou da jiao
大呼小叫	da hu xiao jiao
大喊大叫	da han da jiao
大喜过望	da xi guo wang
大器晚成	da qi wan cheng
大地回春	da di hui chun
大声疾呼	da sheng ji hu
大处着眼	da chu zhuo yan
大大咧咧	da da lie lie
大大小小	da da xiao xiao
大大方方	da da fang fang
大失所望	da shi suo wang
大好河山	da hao he shan
大家闺秀	da jia gui xiu
大家风范	da jia feng fan
大富大贵	da fu da gui
大展宏图	da zhan hong tu
大巧若拙	da qiao ruo zhuo
大度包容	da du bao rong
大度豁达	da du huo da
大庭广众	da ting guang zhong
大开大合	da kai da he
大开眼界	da kai yan jie
大张声势	da zhang sheng shi
大张旗鼓	da zhang qi gu
大彻大悟	da che da wu
大得人心	da de ren xin
大快人心	da kuai ren xin
大恩大德	da en da de
大惊失色	da jing shi se
大惊小怪	da jing xiao guai
大惑不解	da huo bu jie
大慈大悲	da ci da bei
大手大脚	da shou da jiao
大才小用	da cai xiao yong
大打出手	da da chu shou
大捞一把	da lao yi ba
大摇大摆	da yao da bai
大放厥词	da fang jue ci
大政方针	da zheng fang zhen
大敌当前	da di dang qian
大是大非	da shi da fei
大显神通	da xian shen tong
大显身手	da xian shen shou
大智大勇	da zhi da yong
大智如愚	da zhi ru yu
大智若愚	da zhi ruo yu
大有人在	da you ren zai
大有作为	da you zuo wei
大有可为	da you ke wei
大有可观	da you ke guan
大有希望	da you xi wang
大有文章	da you wen zhang
大有裨益	da you bi yi
大有起色	da you qi se
大权在握	da quan zai wo
大权旁落	da quan pang luo
大权独揽	da quan du lan
大材小用	da cai xiao yong
大梦初醒	da meng chu xing
大模大样	da mu da yang
大步流星	da bu liu xing
大气磅礴	da qi pang bo
大汗淋漓	da han lin li
大江南北	da jiang nan bei
大浪淘沙	da lang tao sha
大海捞针	da hai lao zhen
大煞风景	da sha feng jing
大相径庭	da xiang jing ting
大祸临头	da huo lin tou
大禹治水	da yu zhi shui
大笔一挥	da bi yi hui
大红大紫	da hong da zi
大而化之	da er hua zhi
大而无当	da er wu dang
大肆宣传	da si xuan chuan
大肆挥霍	da si hui huo
大肆攻击	da si gong ji
大腹便便	da fu pian pian
大获全胜	da huo quan sheng
大街小巷	da jie xiao xiang
大言不惭	da yan bu can
大败涂地	da bai tu di
大败而逃	da bai er tao
大费周折	da fei zhou zhe
大起大落	da qi da luo
大跌眼镜	da die yan jing
大逆不道	da ni bu dao
大错特错	da cuo te cuo
大难不死	da nan bu si
大难临头	da nan lin tou
大雅之堂	da ya zhi tang
大雨倾盆	da yu qing pen
大雨如注	da yu ru zhu
大雨滂沱	da yu pang tuo
大雪纷飞	da xue fen fei
大风大浪	da feng da lang
大饱眼福	da bao yan fu
大鱼大肉	da yu da rou
天下一家	tian xia yi jia
天下为公	tian xia wei gong
天下大乱	tian xia da luan
天下太平	tian xia tai ping
天下无双	tian xia wu shuang
天下无敌	tian xia wu di
天下第一	tian xia di yi
天之骄子	tian zhi jiao zi
天伦之乐	tian lun zhi le
天作之合	tian zuo zhi he
天南地北	tian nan di bei
天南海北	tian nan hai bei
天各一方	tian ge yi fang
天地不容	tian di bu rong
天地良心	tian di liang xin
天塌地陷	tian ta di xian
天壤之别	tian rang zhi bie
天壤之隔	tian rang zhi ge
天外有天	tian wai you tian
天女散花	tian nu san hua
天姿国色	tian zi guo se
天寒地冻	tian han di dong
天崩地裂	tian beng di lie
天府之国	tian fu zhi guo
天怒人怨	tian nu ren yuan
天打雷劈	tian da lei pi
天摇地动	tian yao di dong
天文数字	tian wen shu zi
天方夜谭	tian fang ye tan
天旋地转	tian xuan di zhuan
天昏地暗	tian hun di an
天朗气清	tian lang qi qing
天涯海角	tian ya hai jiao
天渊之别	tian yuan zhi bie
天灾人祸	tian zai ren huo
天理不容	tian li bu rong
天理难容	tian li nan rong
天生一对	tian sheng yi dui
天生丽质	tian sheng li zhi
天真无邪	tian zhen wu xie
天真烂漫	tian zhen lan man
天经地义	tian jing di yi
天网恢恢	tian wang hui hui
天罗地网	tian luo di wang
天翻地覆	tian fan di fu
天花乱坠	tian hua luan zhui
天荒地老	tian huang di lao
天衣无缝	tian yi wu feng
天诛地灭	tian zhu di mie
天赐良机	tian ci liang ji
天造地设	tian zao di she
天道酬勤	tian dao chou qin
天长地久	tian chang di jiu
天长日久	tian chang ri jiu
天马行空	tian ma xing kong
天高地厚	tian gao di hou
天高气爽	tian gao qi shuang
太平无事	tai ping wu shi
太平盛世	tai ping sheng shi
大慈大悲	da ci da bei
大手大脚	da shou da jiao
大才小用	da cai xiao yong
大打出手	da da chu shou
大摇大摆	da yao da bai
大放厥词	da fang jue ci
大政方针	da zheng fang zhen
大敌当前	da di dang qian
大是大非	da shi da fei
大显神通	da xian shen tong
大显身手	da xian shen shou
大智大勇	da zhi da yong
大智如愚	da zhi ru yu
大智若愚	da zhi ruo yu
大有人在	da you ren zai
大有作为	da you zuo wei
大有可为	da you ke wei
大有可观	da you ke guan
大有希望	da you xi wang
大有文章	da you wen zhang
大有裨益	da you bi yi
大有起色	da you qi se
大权在握	da quan zai wo
大权旁落	da quan pang luo
大权独揽	da quan du lan
大材小用	da cai xiao yong
大梦初醒	da meng chu xing
大模大样	da mu da yang
大步流星	da bu liu xing
大气磅礴	da qi pang bo
大汗淋漓	da han lin li
大江南北	da jiang nan bei
大浪淘沙	da lang tao sha
大海捞针	da hai lao zhen
大煞风景	da sha feng jing
大相径庭	da xiang jing ting
大破大立	da po da li
大祸临头	da huo lin tou
大禹治水	da yu zhi shui
大笔一挥	da bi yi hui
大红大紫	da hong da zi
大红大绿	da hong da lu
大而化之	da er hua zhi
大肆宣传	da si xuan chuan
大肆挥霍	da si hui huo
大肆攻击	da si gong ji
大腹便便	da fu pian pian
大获全胜	da huo quan sheng
大街小巷	da jie xiao xiang
大言不惭	da yan bu can
大败涂地	da bai tu di
大败而逃	da bai er tao
大费周折	da fei zhou zhe
大起大落	da qi da luo
大跌眼镜	da die yan jing
大逆不道	da ni bu dao
大错特错	da cuo te cuo
大难不死	da nan bu si
大难临头	da nan lin tou
大雅之堂	da ya zhi tang
大雨倾盆	da yu qing pen
大雨滂沱	da yu pang tuo
大雪纷飞	da xue fen fei
大风大浪	da feng da lang
大饱眼福	da bao yan fu
大鱼大肉	da yu da rou
天下一家	tian xia yi jia
天下为公	tian xia wei gong
天下大乱	tian xia da luan
天下太平	tian xia tai ping
天下无双	tian xia wu shuang
天下无敌	tian xia wu di
天下第一	tian xia di yi
天不作美	tian bu zuo mei
天之骄子	tian zhi jiao zi
天伦之乐	tian lun zhi le
天作之合	tian zuo zhi he
天南地北	tian nan di bei
天南海北	tian nan hai bei
天各一方	tian ge yi fang
天壤之别	tian rang zhi bie
天壤之隔	tian rang zhi ge
天外有天	tian wai you tian
天女散花	tian nu san hua
天姿国色	tian zi guo se
天寒地冻	tian han di dong
天崩地裂	tian beng di lie
天府之国	tian fu zhi guo
天怒人怨	tian nu ren yuan
天打雷劈	tian da lei pi
天摇地动	tian yao di dong
天文数字	tian wen shu zi
天方夜谭	tian fang ye tan
天旋地转	tian xuan di zhuan
天昏地暗	tian hun di an
天朗气清	tian lang qi qing
天涯海角	tian ya hai jiao
天渊之别	tian yuan zhi bie
天灾人祸	tian zai ren huo
天理不容	tian li bu rong
天理难容	tian li nan rong
天生一对	tian sheng yi dui
天生丽质	tian sheng li zhi
天真无邪	tian zhen wu xie
天真烂漫	tian zhen lan man
天经地义	tian jing di yi
天网恢恢	tian wang hui hui
天罗地网	tian luo di wang
天翻地覆	tian fan di fu
天花乱坠	tian hua luan zhui
天荒地老	tian huang di lao
天衣无缝	tian yi wu feng
天诛地灭	tian zhu di mie
天赐良机	tian ci liang ji
天造地设	tian zao di she
天道酬勤	tian dao chou qin
天长地久	tian chang di jiu
天长日久	tian chang ri jiu
天马行空	tian ma xing kong
天高地厚	tian gao di hou
天高气爽	tian gao qi shuang
太平无事	tai ping wu shi
太平盛世	tai ping sheng shi
夫唱妇随	fu chang fu sui
失之交臂	shi zhi jiao bi
失声痛哭	shi sheng tong ku
失神落魄	shi shen luo po
失而复得	shi er fu de
失道寡助	shi dao gua zhu
失魂落魄	shi hun luo po
头头是道	tou tou shi dao
头昏目眩	tou hun mu xuan
头昏眼花	tou hun yan hua
头昏脑胀	tou hun nao zhang
头晕目眩	tou yun mu xuan
头晕眼花	tou yun yan hua
头疼脑热	tou teng nao re
头皮发麻	tou pi fa ma
头破血流	tou po xue liu
头重脚轻	tou zhong jiao qing
头面人物	tou mian ren wu
夷为平地	yi wei ping di
夸大其词	kua da qi ci
夸大其辞	kua da qi ci
夸夸其谈	kua kua qi tan
夸父追日	kua fu zhui ri
夹道欢呼	jia dao huan hu
夺眶而出	duo kuang er chu
夺门而出	duo men er chu
奄奄一息	yan yan yi xi
奇形怪状	qi xing guai zhuang
奇思妙想	qi si miao xiang
奇文共赏	qi wen gong shang
奇珍异宝	qi zhen yi bao
奇耻大辱	qi chi da ru
奇花异草	qi hua yi cao
奇装异服	qi zhuang yi fu
奇谈怪论	qi tan guai lun
奇货可居	qi huo ke ju
奉为楷模	feng wei kai mo
奉为神明	feng wei shen ming
奉为至宝	feng wei zhi bao
奉公守法	feng gong shou fa
奉若神明	feng ruo shen ming
奋不顾身	fen bu gu shen
奋勇争先	fen yong zheng xian
奋勇前进	fen yong qian jin
奋勇当先	fen yong dang xian
奋发向上	fen fa xiang shang
奋发图强	fen fa tu qiang
奋发有为	fen fa you wei
奋笔疾书	fen bi ji shu
奋起直追	fen qi zhi zhui
奔流不息	ben liu bu xi
奔走呼号	ben zou hu hao
奔走相告	ben zou xiang gao
奖罚分明	jiang fa fen ming
奥妙无穷	ao miao wu qiong
女中豪杰	nu zhong hao jie
女大当嫁	nu da dang jia
女娲补天	nu wa bu tian
女扮男装	nu ban nan zhuang
女流之辈	nu liu zhi bei
奴颜婢膝	nu yan bi xi
奴颜媚骨	nu yan mei gu
奸夫淫妇	jian fu yin fu
奸臣当道	jian chen dang dao
好为人师	hao wei ren shi
好事之徒	hao shi zhi tu
好事多磨	hao shi duo mo
好事成双	hao shi cheng shuang
好吃懒做	hao chi lan zuo
好声好气	hao sheng hao qi
好大喜功	hao da xi gong
好好先生	hao hao xian sheng
好学不倦	hao xue bu juan
好心好意	hao xin hao yi
好戏连台	hao xi lian tai
好景不常	hao jing bu chang
好景不长	hao jing bu chang
好梦不长	hao meng bu chang
好管闲事	hao guan xian shi
好自为之	hao zi wei zhi
好色之徒	hao se zhi tu
好言好语	hao yan hao yu
好说歹说	hao shuo dai shuo
好逸恶劳	hao yi wu lao
好高骛远	hao gao wu yuan
如临大敌	ru lin da di
如临深渊	ru lin shen yuan
如出一辙	ru chu yi zhe
如坐针毡	ru zuo zhen zhan
如履平地	ru lu ping di
如履薄冰	ru lu bo bing
如影随形	ru ying sui xing
如意算盘	ru yi suan pan
如愿以偿	ru yuan yi chang
如数家珍	ru shu jia zhen
如无其事	ru wu qi shi
如日中天	ru ri zhong tian
如梦初醒	ru meng chu xing
如梦方醒	ru meng fang xing
如此而已	ru ci er yi
如法炮制	ru fa pao zhi
如泣如诉	ru qi ru su
如火如荼	ru huo ru tu
如火燎原	ru huo liao yuan
如狼似虎	ru lang si hu
如痴似醉	ru chi si zui
如痴如狂	ru chi ru kuang
如痴如醉	ru chi ru zui
如胶似漆	ru jiao si qi
如胶如漆	ru jiao ru qi
如臂使指	ru bi shi zhi
如芒刺背	ru mang ci bei
如芒在背	ru mang zai bei
如花似玉	ru hua si yu
如花似锦	ru hua si jin
如获至宝	ru huo zhi bao
如虎添翼	ru hu tian yi
如醉如痴	ru zui ru chi
如释重负	ru shi zhong fu
如雷贯耳	ru lei guan er
如饥似渴	ru ji si ke
如饥如渴	ru ji ru ke
如鱼得水	ru yu de shui
如鲠在喉	ru geng zai hou
如鸟兽散	ru niao shou san
妄自尊大	wang zi zun da
妄自菲薄	wang zi fei bo
妆模作样	zhuang mo zuo yang
妇人之仁	fu ren zhi ren
妇人之见	fu ren zhi jian
妇孺皆知	fu ru jie zhi
妒火中烧	du huo zhong shao
妖言惑众	yao yan huo zhong
妖魔鬼怪	yao mo gui guai
妙不可言	miao bu ke yan
妙手偶得	miao shou ou de
妙手回春	miao shou hui chun
妙笔生花	miao bi sheng hua
妙语如珠	miao yu ru zhu
妙语连珠	miao yu lian zhu
妙趣横生	miao qu heng sheng
妥妥当当	tuo tuo dang dang
妻儿老小	qi er lao xiao
妻离子散	qi li zi san
始乱终弃	shi luan zhong qi
始作俑者	shi zuo yong zhe
始料不及	shi liao bu ji
始终不渝	shi zhong bu yu
始终如一	shi zhong ru yi
姑息养奸	gu xi yang jian
委曲求全	wei qu qiu quan
委靡不振	wei mi bu zhen
姗姗来迟	shan shan lai chi
姹紫嫣红	cha zi yan hong
威信扫地	wei xin sao di
威武不屈	wei wu bu qu
威胁利诱	wei xie li you
威迫利诱	wei po li you
威震天下	wei zhen tian xia
威风八面	wei feng ba mian
威风凛凛	wei feng lin lin
威风扫地	wei feng sao di
娇小玲珑	jiao xiao ling long
娇生惯养	jiao sheng guan yang
娓娓动听	wei wei dong ting
娓娓而谈	wei wei er tan
婀娜多姿	e nuo duo zi
婆婆妈妈	po po ma ma
婉言谢绝	wan yan xie jue
嫁祸于人	jia huo yu ren
嫉恶如仇	ji e ru chou
嫉贤妒能	ji xian du neng
嫌贫爱富	xian pin ai fu
嫣然一笑	yan ran yi xiao
嫦娥奔月	chang e ben yue
嬉皮笑脸	xi pi xiao lian
嬉笑怒骂	xi xiao nu ma
子子孙孙	zi zi sun sun
子孙后代	zi sun hou dai
子承父业	zi cheng fu ye
子虚乌有	zi xu wu you
孑然一身	jie ran yi shen
字字珠玑	zi zi zhu ji
字斟句酌	zi zhen ju zhuo
字正腔圆	zi zheng qiang yuan
字里行间	zi li hang jian
存心不良	cun xin bu liang
孜孜不倦	zi zi bu juan
孜孜以求	zi zi yi qiu
孝子贤孙	xiao zi xian sun
孟母三迁	meng mu san qian
孤儿寡妇	gu er gua fu
孤儿寡母	gu er gua mu
孤军作战	gu jun zuo zhan
孤军奋战	gu jun fen zhan
孤军深入	gu jun shen ru
孤孤单单	gu gu dan dan
孤家寡人	gu jia gua ren
孤掌难鸣	gu zhang nan ming
孤注一掷	gu zhu yi zhi
孤男寡女	gu nan gua nu
孤立无助	gu li wu zhu
孤立无援	gu li wu yuan
孤芳自赏	gu fang zi shang
孤苦伶仃	gu ku ling ding
孤陋寡闻	gu lou gua wen
学业有成	xue ye you cheng
学以致用	xue yi zhi yong
学富五车	xue fu wu che
学无止境	xue wu zhi jing
学海无涯	xue hai wu ya
学而不厌	xue er bu yan
学识渊博	xue shi yuan bo
学贯中西	xue guan zhong xi
孺子可教	ru zi ke jiao
宁折不弯	ning zhe bu wan
宁死不屈	ning si bu qu
宁缺勿滥	ning que wu lan
宁缺毋滥	ning que wu lan
宅心仁厚	zhai xin ren hou
守口如瓶	shou kou ru ping
守望相助	shou wang xiang zhu
守株待兔	shou zhu dai tu
守身如玉	shou shen ru yu
安不忘危	an bu wang wei
安之若素	an zhi ruo su
安于现状	an yu xian zhuang
安份守己	an fen shou ji
安分守己	an fen shou ji
安如泰山	an ru tai shan
安如磐石	an ru pan shi
安安分分	an an fen fen
安安稳稳	an an wen wen
安安静静	an an jing jing
安定团结	an ding tuan jie
安家立业	an jia li ye
安家落户	an jia luo hu
安居乐业	an ju le ye
安然无事	an ran wu shi
安然无恙	an ran wu yang
安营扎寨	an ying zha zhai
安贫乐道	an pin le dao
安身之地	an shen zhi di
安身之处	an shen zhi chu
安身立命	an shen li ming
安邦治国	an bang zhi guo
安闲自在	an xian zi zai
完好无缺	wan hao wu que
完整无缺	wan zheng wu que
完璧归赵	wan bi gui zhao
